bsn,name,schulform_nummer,schulform_name,bezirk_nummer,bezirk_name,plz,adresse,lon,lat,n_schueler,n_bestanden,pct_bestanden,pct_fail,abischnitt
01A04,Berlin-Kolleg,5,"Kollegs, Abendgymnasien",1,Mitte,10551,Turmstr. 75,13.3346884,52.5263851,61,56,91.8,8.200000000000003,2.3375
01B01,OSZ Banken  Immobilien und Versicherungen,1,berufliche Schulen,1,Mitte,10557,Alt-Moabit 10,13.3591805,52.5240235,28,21,75,25,2.57142857142857
01B03,OSZ Kommunikations-  Informations- und Medientechnik,1,berufliche Schulen,1,Mitte,13359,Osloer Str. 23-26,13.3796433,52.5571794,42,41,97.62,2.3799999999999955,2.68536585365854
01K03,Ernst-Reuter-Schule,3,ISS/Gemeinschaftsschulen,1,Mitte,13355,Stralsunder Str. 57,13.3934578,52.5391878,48,31,64.58,35.42,2.89032258064516
01K04,Heinrich-von-Stephan-Gemeinschaftsschule,3,ISS/Gemeinschaftsschulen,1,Mitte,10553,Neues Ufer 6,13.3165543,52.5247654,50,45,90,10,2.66666666666667
01K10,Theodor-Heuss-Gemeinschaftsschule,3,ISS/Gemeinschaftsschulen,1,Mitte,10559,Quitzowstr. 141,13.3538373,52.5354154,69,54,78.26,21.739999999999995,2.77407407407407
01P06,Canisius-Kolleg,4,Schulen in privater Trägerschaft,1,Mitte,10785,Tiergartenstr. 30-31,13.3547316,52.50930109999999,100,99,99,1,1.86666666666667
01P18,Bilinguale Schule Phorms Berlin Mitte,4,Schulen in privater Trägerschaft,1,Mitte,13355,Ackerstr. 76,13.3845491,52.538635,44,44,100,0,2.08636363636364
01P22,Berlin Cosmopolitan School,4,Schulen in privater Trägerschaft,1,Mitte,10119,Rückerstr. 9,13.4066203,52.5277684,30,30,100,0,1.73
01P23,Evangelische Schule Berlin Zentrum (Gemeinschaftsschule),4,Schulen in privater Trägerschaft,1,Mitte,10179,Wallstr. 32,13.4096857,52.5117473,106,106,100,0,1.9877358490566
01Y02,John-Lennon-Gymnasium,2,Gymnasien,1,Mitte,10119,Zehdenicker Str. 17,13.4042846,52.53079959999999,119,118,99.16,0.8400000000000034,1.96101694915254
01Y04,Musikgymnasium Carl Philipp Emanuel Bach,2,Gymnasien,1,Mitte,10115,Rheinsberger Str. 4-5,13.396638,52.536486,21,21,100,0,2.03809523809524
01Y07,Französisches Gymnasium,2,Gymnasien,1,Mitte,10785,Derfflingerstr. 7,13.3555794,52.5033828,47,46,97.87,2.1299999999999955,1.71521739130435
01Y08,Lessing-Gymnasium,2,Gymnasien,1,Mitte,13349,Schöningstr. 17,13.3438462,52.5573166,105,95,90.48,9.519999999999996,2.54
01Y09,Diesterweg-Gymnasium,2,Gymnasien,1,Mitte,13357,Böttgerstr. 2-6,13.3785358,52.5501375,56,49,87.5,12.5,2.7530612244898
01Y11,Max-Planck-Gymnasium,2,Gymnasien,1,Mitte,10179,Singerstr. 8A,13.4241024,52.5163452,91,85,93.41,6.590000000000003,2.51058823529412
01Y12,Gymnasium Tiergarten,2,Gymnasien,1,Mitte,10555,Altonaer Str. 26,13.3395481,52.5195495,97,96,98.97,1.0300000000000011,2.49375
02B05,Jane-Addams-Schule (OSZ Sozialwesen),1,berufliche Schulen,2,Friedrichshain-Kreuzberg,10249,Straßmannstr. 14-16,13.4488629,52.5217482,76,71,93.42,6.579999999999998,2.47464788732394
02K01,Ellen-Key-Schule,3,ISS/Gemeinschaftsschulen,2,Friedrichshain-Kreuzberg,10243,Rüdersdorfer Str. 20-27,13.4379931,52.5151987,74,71,95.95,4.049999999999997,2.41267605633803
02K02,Carl-von-Ossietzky-Gemeinschaftsschule,3,ISS/Gemeinschaftsschulen,2,Friedrichshain-Kreuzberg,10961,Blücherstr. 46-47,13.404084,52.4933566,95,92,96.84,3.1599999999999966,2.56304347826087
02K04,Bergmannkiez-Gemeinschaftsschule,3,ISS/Gemeinschaftsschulen,2,Friedrichshain-Kreuzberg,10961,Gneisenaustr. 7,13.3898103,52.4917713,19,17,89.47,10.530000000000001,2.75294117647059
02K06,Emanuel-Lasker-Schule (Gemeinschaftsschule),3,ISS/Gemeinschaftsschulen,2,Friedrichshain-Kreuzberg,10245,Modersohnstr. 53,13.4574487,52.5027397,35,33,94.29,5.709999999999994,2.58484848484848
02K08,Refik-Veseli-Schule (Integrierte Sekundarschule),3,ISS/Gemeinschaftsschulen,2,Friedrichshain-Kreuzberg,10997,Skalitzer Str. 55,13.4356674,52.4989673,39,35,89.74,10.260000000000005,2.68857142857143
02Y01,Andreas-Gymnasium,2,Gymnasien,2,Friedrichshain-Kreuzberg,10243,Koppenstr. 76,13.4346955,52.51408259999999,120,117,97.5,2.5,2.13418803418803
02Y03,Heinrich-Hertz-Gymnasium,2,Gymnasien,2,Friedrichshain-Kreuzberg,10247,Rigaer Str. 81-82,13.4630622,52.5169486,74,74,100,0,1.78243243243243
02Y04,Georg-Friedrich-Händel-Gymnasium,2,Gymnasien,2,Friedrichshain-Kreuzberg,10247,Frankfurter Allee 6A,13.4558011,52.5147518,68,68,100,0,1.82794117647059
02Y05,Dathe-Gymnasium,2,Gymnasien,2,Friedrichshain-Kreuzberg,10243,Helsingforser Str. 11-13,13.4456153,52.5100972,81,80,98.77,1.230000000000004,2.105
02Y06,Leibniz-Gymnasium,2,Gymnasien,2,Friedrichshain-Kreuzberg,10961,Schleiermacherstr. 23,13.3975097,52.4900953,86,86,100,0,2.22674418604651
02Y07,Robert-Koch-Gymnasium,2,Gymnasien,2,Friedrichshain-Kreuzberg,10967,Dieffenbachstr. 60,13.4159092,52.4929359,73,64,87.67,12.329999999999998,2.528125
02Y08,Hermann-Hesse-Gymnasium,2,Gymnasien,2,Friedrichshain-Kreuzberg,10967,Böckhstr. 16,13.4183648,52.4923423,90,85,94.44,5.560000000000002,2.55176470588235
03A04,Abendgymnasium Prenzlauer Berg,5,"Kollegs, Abendgymnasien",3,Pankow,10439,Driesener Str. 22,13.4057075,52.5520404,16,16,100,0,2.1875
03B04,Brillat-Savarin-Schule (OSZ Gastgewerbe),1,berufliche Schulen,3,Pankow,13088,Buschallee 23A,13.4756077,52.5528669,22,20,90.91,9.090000000000003,2.23
03B07,Elinor-Ostrom-Schule (OSZ Bürowirtschaft und Dienstleistungen),1,berufliche Schulen,3,Pankow,10409,Mandelstr. 6-8,13.44136,52.54575,50,47,94,6,2.38936170212766
03B10,Max-Bill-Schule (OSZ Planen  Bauen  Gestalten),1,berufliche Schulen,3,Pankow,13086,Gustav-Adolf-Straße 66,13.4513865,52.5579464,119,119,100,0,2.21260504201681
03K01,Kurt-Schwitters-Schule,3,ISS/Gemeinschaftsschulen,3,Pankow,10405,Greifswalder Str. 25,13.4281977,52.5316349,103,103,100,0,2.26699029126214
03K02,Kurt-Tucholsky-Schule (Integrierte Sekundarschule),3,ISS/Gemeinschaftsschulen,3,Pankow,13189,Neumannstr. 9-11,13.423424,52.5577145,108,100,92.59,7.409999999999997,2.302
03K11,Wilhelm-von-Humboldt-Gemeinschaftsschule,3,ISS/Gemeinschaftsschulen,3,Pankow,10439,Erich-Weinert-Str. 70,13.4251974,52.5488034,35,35,100,0,1.98285714285714
03P03-K,Schulen Christburg Campus Prenzlauer Berg,4,Schulen in privater Trägerschaft,3,Pankow,10405,Christburger Str. 14,13.4281656,52.5352904,22,22,100,0,2.41363636363636
03P10,Katholische Theresienschule (Gymnasium),4,Schulen in privater Trägerschaft,3,Pankow,13086,Behaimstr. 29,13.4464619,52.55051940000001,62,62,100,0,1.69193548387097
03P20,SchuleEins (Gemeinschaftsschule),4,Schulen in privater Trägerschaft,3,Pankow,13187,Berliner Str.120-121,13.4122028,52.5686092,30,28,93.33,6.670000000000002,2.38214285714286
03P22,Klax-Gemeinschaftsschule,4,Schulen in privater Trägerschaft,3,Pankow,13189,Neumannstr. 13A,13.4223142,52.56120079999999,23,21,91.3,8.700000000000003,2.2047619047619
03P37,Berlin Bilingual School (Integrierte Sekundarschule),4,Schulen in privater Trägerschaft,3,Pankow,13189,Granitzstr. 38A,13.4232986,52.5709279,18,18,100,0,1.95555555555556
03Y03,Käthe-Kollwitz-Gymnasium,2,Gymnasien,3,Pankow,10439,Dunckerstr. 65-66,13.4226054,52.5458676,94,94,100,0,1.64468085106383
03Y04,Heinrich-Schliemann-Gymnasium,2,Gymnasien,3,Pankow,10439,Dunckerstr. 64,13.4236494,52.5466749,138,138,100,0,2.10217391304348
03Y08,Carl-von-Ossietzky-Gymnasium,2,Gymnasien,3,Pankow,13187,Görschstr. 42-44,13.4000128,52.56646000000001,149,149,100,0,1.93288590604027
03Y10,Rosa-Luxemburg-Gymnasium,2,Gymnasien,3,Pankow,13189,Kissingenstr. 12,13.4196519,52.566717,149,149,100,0,1.7489932885906
03Y13,Felix-Mendelssohn-Bartholdy-Gymnasium,2,Gymnasien,3,Pankow,10407,Pasteurstr. 7,13.4324999,52.5342056,181,177,97.79,2.2099999999999937,2.3090395480226
03Y14,Primo-Levi-Gymnasium,2,Gymnasien,3,Pankow,13086,Pistoriusstr. 133,13.4540848,52.55136839999999,172,172,100,0,2.07325581395349
03Y15,Max-Delbrück-Gymnasium,2,Gymnasien,3,Pankow,13156,Kuckhoffstr. 2,13.4021074,52.5839398,147,143,97.28,2.719999999999999,2.19370629370629
03Y16,Robert-Havemann-Gymnasium,2,Gymnasien,3,Pankow,13125,Achillesstr. 79,13.4946266,52.6153956,102,99,97.06,2.9399999999999977,2.43737373737374
03Y17,Inge-Deutschkron-Gymnasium,2,Gymnasien,3,Pankow,13158,Kopenhagener Str. 83-87,13.3641528,52.58214460000001,94,89,94.68,5.319999999999993,2.58539325842697
04A04,Charlotte-Wolff-Kolleg,5,"Kollegs, Abendgymnasien",4,Charlottenburg-Wilmersdorf,10627,Pestalozzistr. 40-41,13.3034472,52.5080991,23,22,95.65,4.349999999999994,2.43636363636364
04A06,Peter-A.-Silbermann-Schule,5,"Kollegs, Abendgymnasien",4,Charlottenburg-Wilmersdorf,10713,Blissestr. 22,13.3193906,52.4845306,20,19,95,5,2.16842105263158
04A08,Sportschule im Olympiapark - Poelchau-Schule,3,ISS/Gemeinschaftsschulen,4,Charlottenburg-Wilmersdorf,14053,Prinz-Friedrich-Karl-Weg 1,13.2424857,52.520767,48,47,97.92,2.0799999999999983,2.1936170212766
04B02,Hans-Litten-Schule (OSZ Recht und Wirtschaft),1,berufliche Schulen,4,Charlottenburg-Wilmersdorf,14059,Danckelmannstr. 26-28,13.2911678,52.5118547,61,55,90.16,9.840000000000003,2.65090909090909
04B05,Anna-Freud-Schule (OSZ Sozialwesen),1,berufliche Schulen,4,Charlottenburg-Wilmersdorf,13627,Halemweg 22,13.2869879,52.5378519,86,78,90.7,9.299999999999997,2.49615384615385
04K02,Friedensburg-Schule,3,ISS/Gemeinschaftsschulen,4,Charlottenburg-Wilmersdorf,10623,Goethestr. 8-9,13.32082,52.50908,96,90,93.75,6.25,2.24111111111111
04K03,Robert-Jungk-Schule,3,ISS/Gemeinschaftsschulen,4,Charlottenburg-Wilmersdorf,10707,Sächsische Str. 58,13.3182464,52.4940811,84,81,96.43,3.569999999999993,2.47530864197531
04K04,Nelson-Mandela-Schule,3,ISS/Gemeinschaftsschulen,4,Charlottenburg-Wilmersdorf,10717,Pfalzburger Str. 30,13.3209579,52.4909522,57,57,100,0,1.92982456140351
04K05,Paula-Fürst-Schule (Gemeinschaftsschule),3,ISS/Gemeinschaftsschulen,4,Charlottenburg-Wilmersdorf,10629,Sybelstr. 20-21,13.3022958,52.5021718,75,67,89.33,10.670000000000002,2.35820895522388
04P04,Katholische Schule Liebfrauen (Gymnasium),4,Schulen in privater Trägerschaft,4,Charlottenburg-Wilmersdorf,14050,Ahornallee 33,13.275045,52.5112801,91,91,100,0,1.94505494505495
04P11,Evangelisches Gymnasium zum Grauen Kloster,4,Schulen in privater Trägerschaft,4,Charlottenburg-Wilmersdorf,14193,Salzbrunner Str. 41,13.2931157,52.4858852,67,67,100,0,1.71194029850746
04P24,Moser-Schule - Schweizer Gymnasium,4,Schulen in privater Trägerschaft,4,Charlottenburg-Wilmersdorf,14052,Badenallee 31-32,13.2632959,52.5095675,45,44,97.78,2.219999999999999,1.94090909090909
04Y01,Schiller-Gymnasium,2,Gymnasien,4,Charlottenburg-Wilmersdorf,10625,Schillerstr. 125-127,13.32182,52.510980000000004,119,119,100,0,2.18067226890756
04Y02,Wald-Gymnasium,2,Gymnasien,4,Charlottenburg-Wilmersdorf,14055,Waldschulallee 95,13.2554332,52.50383610000001,98,98,100,0,2.30714285714286
04Y03,Sophie-Charlotte-Gymnasium,2,Gymnasien,4,Charlottenburg-Wilmersdorf,10629,Sybelstr. 2,13.311985,52.5022589,81,79,97.53,2.469999999999999,2.47974683544304
04Y04,Gottfried-Keller-Gymnasium,2,Gymnasien,4,Charlottenburg-Wilmersdorf,10589,Olbersstr. 38,13.3020964,52.52876999999999,62,59,95.16,4.840000000000003,2.56101694915254
04Y05,Herder-Gymnasium,2,Gymnasien,4,Charlottenburg-Wilmersdorf,14052,Westendallee 45-46,13.2579401,52.5106672,104,99,95.19,4.810000000000002,1.95454545454545
04Y06,Heinz-Berggruen-Gymnasium,2,Gymnasien,4,Charlottenburg-Wilmersdorf,14052,Bayernallee 4,13.2672177,52.5110284,111,110,99.1,0.9000000000000057,1.88727272727273
04Y07,Friedrich-Ebert-Gymnasium,2,Gymnasien,4,Charlottenburg-Wilmersdorf,10713,Blissestr. 22,13.3193906,52.4845306,99,96,96.97,3.030000000000001,2.2375
04Y08,Hildegard-Wegscheider-Gymnasium,2,Gymnasien,4,Charlottenburg-Wilmersdorf,14193,Lassenstr. 16-20,13.2769544,52.4852639,41,38,92.68,7.319999999999993,2.11052631578947
04Y09,Walther-Rathenau-Gymnasium,2,Gymnasien,4,Charlottenburg-Wilmersdorf,14193,Herbertstr. 2-6,13.2810679,52.49153210000001,53,44,83.02,16.980000000000004,2.34772727272727
04Y10,Marie-Curie-Gymnasium,2,Gymnasien,4,Charlottenburg-Wilmersdorf,10715,Weimarische Str. 21,13.3247718,52.4800924,105,99,94.29,5.709999999999994,2.3959595959596
04Y11,Goethe-Gymnasium,2,Gymnasien,4,Charlottenburg-Wilmersdorf,10717,Gasteiner Str. 23,13.3217666,52.4872356,45,44,97.78,2.219999999999999,2.075
05B01,OSZ TIEM (Technische Informatik  Industrieelektronik und EnergieManagement),1,berufliche Schulen,5,Spandau,13599,Goldbeckweg 8-14,13.2300787,52.5441625,23,20,86.96,13.040000000000006,2.59
05K01,Martin-Buber-Oberschule (Integrierte Sekundarschule),3,ISS/Gemeinschaftsschulen,5,Spandau,13589,Im Spektefeld 33,13.1558866,52.54747649999999,123,116,94.31,5.689999999999998,2.33620689655172
05K02,Carlo-Schmid-Oberschule (Integrierte Sekundarschule),3,ISS/Gemeinschaftsschulen,5,Spandau,13581,Lutoner Str. 15-19,13.1745844,52.52580270000001,91,74,81.32,18.680000000000007,2.60135135135135
05K03,Bertolt-Brecht-Oberschule (Integrierte Sekundarschule),3,ISS/Gemeinschaftsschulen,5,Spandau,13595,Wilhelmstr. 10,13.1928588,52.5260685,85,74,87.06,12.939999999999998,2.86486486486486
05K04,Heinrich-Böll-Oberschule (Integrierte Sekundarschule),3,ISS/Gemeinschaftsschulen,5,Spandau,13587,Am Forstacker 9-9a,13.199467,52.56342429999999,52,39,75,25,2.60769230769231
05K06,Wolfgang-Borchert-Schule (Integrierte Sekundarschule),3,ISS/Gemeinschaftsschulen,5,Spandau,13585,Blumenstr. 13,13.1965731,52.5457019,20,18,90,10,3.12222222222222
05K08,Schule an der Haveldüne (Integrierte Sekundarschule),3,ISS/Gemeinschaftsschulen,5,Spandau,13595,Jaczostr. 53-67,13.1862216,52.5109801,21,19,90.48,9.519999999999996,2.88421052631579
05P03,Evangelische Schule Spandau im Johannesstift,4,Schulen in privater Trägerschaft,5,Spandau,13587,Schönwalder Allee 26,13.1971047,52.5688158,21,17,80.95,19.049999999999997,2.57058823529412
05P13-Y,Wilhelmstadt Schulen,4,Schulen in privater Trägerschaft,5,Spandau,13593,Wilhelmstr. 28-30,13.1796068,52.5177644,53,53,100,0,2.13207547169811
05Y01,Freiherr-vom-Stein-Gymnasium,2,Gymnasien,5,Spandau,13597,Galenstr. 40-44,13.1984788,52.5396839,128,120,93.75,6.25,2.34416666666667
05Y02,Kant-Gymnasium,2,Gymnasien,5,Spandau,13585,Bismarckstr. 54,13.2010815,52.5427011,70,64,91.43,8.569999999999993,2.4640625
05Y03,Hans-Carossa-Gymnasium,2,Gymnasien,5,Spandau,14089,Am Landschaftspark Gatow 40,13.13028,52.47244,113,108,95.58,4.420000000000002,2.19537037037037
05Y04,Carl-Friedrich-von-Siemens-Gymnasium,2,Gymnasien,5,Spandau,13629,Jungfernheideweg 79,13.2699716,52.5457151,72,62,86.11,13.89,2.58064516129032
05Y05,Lily-Braun-Gymnasium,2,Gymnasien,5,Spandau,13597,Münsingerstr. 2,13.1991226,52.5382471,74,74,100,0,2.42972972972973
06B02,Louise-Schroeder-Schule (OSZ Bürowirtschaft und Verwaltung),1,berufliche Schulen,6,Steglitz-Zehlendorf,12207,Lippstädter Str. 9-11,13.3053417,52.41163419999999,36,27,75,25,2.72962962962963
06B04,Wilhelm-Ostwald-Schule (OSZ Gestaltung),1,berufliche Schulen,6,Steglitz-Zehlendorf,12169,Immenweg 6,13.345344,52.4536652,32,30,93.75,6.25,2.58
06K01,John-F.-Kennedy-Schule,3,ISS/Gemeinschaftsschulen,6,Steglitz-Zehlendorf,14167,Teltower Damm 87-93,13.2628098,52.4259348,78,77,98.72,1.2800000000000011,1.96233766233766
06K02,Wilma-Rudolph-Schule (Integrierte Sekundarschule),3,ISS/Gemeinschaftsschulen,6,Steglitz-Zehlendorf,14169,Am Hegewinkel 2A,13.2608001,52.4550788,99,97,97.98,2.019999999999996,2.52164948453608
06K03,Kopernikus-Schule (Integrierte Sekundarschule),3,ISS/Gemeinschaftsschulen,6,Steglitz-Zehlendorf,12163,Lepsiusstr. 24-28,13.3201117,52.4639001,67,54,80.6,19.400000000000006,2.82592592592593
06K04,Bröndby-Schule (Integrierte Sekundarschule),3,ISS/Gemeinschaftsschulen,6,Steglitz-Zehlendorf,12249,Dessauerstr. 63,13.3458467,52.4281803,65,51,78.46,21.540000000000006,2.86666666666667
06K11,Anna-Essinger-Gemeinschaftsschule,3,ISS/Gemeinschaftsschulen,6,Steglitz-Zehlendorf,12203,Tietzenweg 101,13.3099025,52.4389094,48,48,100,0,2.19583333333333
06P06-K,Königin-Luise-Stiftung,4,Schulen in privater Trägerschaft,6,Steglitz-Zehlendorf,14195,Podbielskiallee 78,13.3024416,52.4602572,21,21,100,0,2.45238095238095
